0;21.0;21.0;0.0;0.01;1.0;1.0
1;21.0;21.0;0.0;0.03;5.0;1.0
2;19.0;19.0;0.0;0.01;1.0;1.0
3;3.0;3.0;0.0;0.0;1.0;1.0
4;2.0;2.0;0.0;0.0;1.0;1.0
5;3.0;3.0;0.0;0.0;1.0;1.0
6;3.0;3.0;0.0;0.0;1.0;1.0
7;1.0;1.0;0.0;0.0;0.0;1.0
8;19.0;19.0;0.0;0.03;3.0;1.0
9;19.0;19.0;0.0;0.04;6.0;1.0
10;2.0;2.0;0.0;0.0;1.0;1.0
11;1.0;1.0;0.0;0.0;0.0;1.0
12;1.0;1.0;0.0;0.0;0.0;1.0
13;19.0;19.0;0.0;0.03;5.0;1.0
14;1.0;1.0;0.0;0.0;0.0;1.0
15;1.0;1.0;0.0;0.0;0.0;1.0
16;1.0;1.0;0.0;0.0;0.0;1.0
17;1.0;1.0;0.0;0.0;0.0;1.0
18;1.0;1.0;0.0;0.0;0.0;1.0
19;19.0;19.0;0.0;0.04;7.0;1.0
20;1.0;1.0;0.0;0.0;0.0;1.0
21;1.0;1.0;0.0;0.0;0.0;1.0
22;1.0;1.0;0.0;0.0;0.0;1.0
23;19.0;19.0;0.0;0.04;5.0;1.0
24;19.0;19.0;0.0;0.04;9.0;1.0
25;19.0;19.0;0.0;0.05;7.0;1.0
26;1.0;1.0;0.0;0.0;0.0;1.0
27;19.0;19.0;0.0;0.05;5.0;1.0
28;19.0;19.0;0.0;0.04;5.0;1.0
29;2.0;2.0;0.0;0.0;1.0;1.0
30;19.0;19.0;0.0;0.05;6.0;1.0
31;19.0;19.0;0.0;0.02;3.0;1.0
32;19.0;19.0;0.0;0.01;1.0;1.0
33;19.0;19.0;0.0;0.0;1.0;1.0
0;21.0;21.0;0.0;0.01;1.0;1.0
1;21.0;21.0;0.0;0.03;5.0;1.0
2;19.0;19.0;0.0;0.01;1.0;1.0
3;3.0;3.0;0.0;0.0;1.0;1.0
4;2.0;2.0;0.0;0.0;1.0;1.0
5;3.0;3.0;0.0;0.0;1.0;1.0
6;3.0;3.0;0.0;0.0;1.0;1.0
7;1.0;1.0;0.0;0.0;0.0;1.0
8;19.0;19.0;0.0;0.03;3.0;1.0
9;19.0;19.0;0.0;0.04;6.0;1.0
10;2.0;2.0;0.0;0.0;1.0;1.0
11;1.0;1.0;0.0;0.0;0.0;1.0
12;1.0;1.0;0.0;0.0;0.0;1.0
13;19.0;19.0;0.0;0.03;5.0;1.0
14;1.0;1.0;0.0;0.0;0.0;1.0
15;1.0;1.0;0.0;0.0;0.0;1.0
16;1.0;1.0;0.0;0.0;0.0;1.0
17;1.0;1.0;0.0;0.0;0.0;1.0
18;1.0;1.0;0.0;0.0;0.0;1.0
19;19.0;19.0;0.0;0.04;7.0;1.0
20;1.0;1.0;0.0;0.0;0.0;1.0
21;1.0;1.0;0.0;0.0;0.0;1.0
22;1.0;1.0;0.0;0.0;0.0;1.0
23;19.0;19.0;0.0;0.04;5.0;1.0
24;19.0;19.0;0.0;0.04;9.0;1.0
25;19.0;19.0;0.0;0.04;7.0;1.0
26;1.0;1.0;0.0;0.0;0.0;1.0
27;19.0;19.0;0.0;0.05;5.0;1.0
28;19.0;19.0;0.0;0.04;5.0;1.0
29;2.0;2.0;0.0;0.0;1.0;1.0
30;19.0;19.0;0.0;0.05;6.0;1.0
31;19.0;19.0;0.0;0.02;3.0;1.0
32;19.0;19.0;0.0;0.01;1.0;1.0
33;19.0;19.0;0.0;0.0;1.0;1.0
0;21.0;21.0;0.0;0.01;1.0;1.0
1;21.0;21.0;0.0;0.03;5.0;1.0
2;19.0;19.0;0.0;0.01;1.0;1.0
3;3.0;3.0;0.0;0.0;1.0;1.0
4;2.0;2.0;0.0;0.0;1.0;1.0
5;3.0;3.0;0.0;0.0;1.0;1.0
6;3.0;3.0;0.0;0.0;1.0;1.0
7;1.0;1.0;0.0;0.0;0.0;1.0
8;19.0;19.0;0.0;0.03;3.0;1.0
9;19.0;19.0;0.0;0.04;6.0;1.0
10;2.0;2.0;0.0;0.0;1.0;1.0
11;1.0;1.0;0.0;0.0;0.0;1.0
12;1.0;1.0;0.0;0.0;0.0;1.0
13;19.0;19.0;0.0;0.03;5.0;1.0
14;1.0;1.0;0.0;0.0;0.0;1.0
15;1.0;1.0;0.0;0.0;0.0;1.0
16;1.0;1.0;0.0;0.0;0.0;1.0
17;1.0;1.0;0.0;0.0;0.0;1.0
18;1.0;1.0;0.0;0.0;0.0;1.0
19;19.0;19.0;0.0;0.04;7.0;1.0
20;1.0;1.0;0.0;0.0;0.0;1.0
21;1.0;1.0;0.0;0.0;0.0;1.0
22;1.0;1.0;0.0;0.0;0.0;1.0
23;19.0;19.0;0.0;0.04;5.0;1.0
24;19.0;19.0;0.0;0.04;9.0;1.0
25;19.0;19.0;0.0;0.04;7.0;1.0
26;1.0;1.0;0.0;0.0;0.0;1.0
27;19.0;19.0;0.0;0.05;5.0;1.0
28;19.0;19.0;0.0;0.04;5.0;1.0
29;2.0;2.0;0.0;0.0;1.0;1.0
30;19.0;19.0;0.0;0.05;6.0;1.0
31;19.0;19.0;0.0;0.02;3.0;1.0
32;19.0;19.0;0.0;0.01;1.0;1.0
33;19.0;19.0;0.0;0.0;1.0;1.0
0;21.0;21.0;0.0;0.01;1.0;1.0
1;21.0;21.0;0.0;0.03;5.0;1.0
2;19.0;19.0;0.0;0.01;1.0;1.0
3;3.0;3.0;0.0;0.0;1.0;1.0
4;2.0;2.0;0.0;0.0;1.0;1.0
5;3.0;3.0;0.0;0.0;1.0;1.0
6;3.0;3.0;0.0;0.0;1.0;1.0
7;1.0;1.0;0.0;0.0;0.0;1.0
8;19.0;19.0;0.0;0.03;3.0;1.0
9;19.0;19.0;0.0;0.04;6.0;1.0
10;2.0;2.0;0.0;0.0;1.0;1.0
11;1.0;1.0;0.0;0.0;0.0;1.0
12;1.0;1.0;0.0;0.0;0.0;1.0
13;19.0;19.0;0.0;0.03;5.0;1.0
14;1.0;1.0;0.0;0.0;0.0;1.0
15;1.0;1.0;0.0;0.0;0.0;1.0
16;1.0;1.0;0.0;0.0;0.0;1.0
17;1.0;1.0;0.0;0.0;0.0;1.0
18;1.0;1.0;0.0;0.0;0.0;1.0
19;19.0;19.0;0.0;0.04;7.0;1.0
20;1.0;1.0;0.0;0.0;0.0;1.0
21;1.0;1.0;0.0;0.0;0.0;1.0
22;1.0;1.0;0.0;0.0;0.0;1.0
23;19.0;19.0;0.0;0.04;5.0;1.0
24;19.0;19.0;0.0;0.04;9.0;1.0
25;19.0;19.0;0.0;0.05;7.0;1.0
26;1.0;1.0;0.0;0.0;0.0;1.0
27;19.0;19.0;0.0;0.05;5.0;1.0
28;19.0;19.0;0.0;0.04;5.0;1.0
29;2.0;2.0;0.0;0.0;1.0;1.0
30;19.0;19.0;0.0;0.05;6.0;1.0
31;19.0;19.0;0.0;0.02;3.0;1.0
32;19.0;19.0;0.0;0.01;1.0;1.0
33;19.0;19.0;0.0;0.0;1.0;1.0
